Sr. No.,Company name,ISIN,BSE Symbol, BSE 6 month Avg Total Market Cap in (Rs. Crs.) ,NSE Symbol, NSE 6 month Avg Total Market Cap (Rs. Crs.) ,MSEI Symbol, MSEI 6 month Avg Total Market Cap in (Rs Crs.) ,Average of All Exchanges (Rs. Cr.),"Categorization as per SEBI Circular dated Oct 6, 2017"
4528,Mid East Portfolio Management Ltd.,INE033E01015,MIDEASTP,  11.08 ,-, - ,-, - ,  11.08 ,Small Cap
4529,JAGJANANI TEXTILES LIMITED,INE702H01018,JAGJANANI,  11.03 ,-, - ,-, - ,  11.03 ,Small Cap
4530,Sarthak Global Ltd.,INE075H01019,SARTHAKGL,  11.03 ,-, - ,-, - ,  11.03 ,Small Cap
4531,Pratiksha Chemicals Ltd.,INE530D01012,PRATIKSH,  11.01 ,-, - ,-, - ,  11.01 ,Small Cap
4532,Impala Industrial Enterprises Limited,INE226G01010,-, - ,-, - ,IIEL,  11.00 ,  11.00 ,Small Cap
4533,Libord Securities Ltd.,INE267E01019,LIBORD,  11.00 ,-, - ,-, - ,  11.00 ,Small Cap
4534,I Secure Credit & Capital Services Limited,INE077D01014,-, - ,-, - ,ISCCL,  11.00 ,  11.00 ,Small Cap
4535,Kirti Investments Limited,INE507L01021,-, - ,-, - ,KIRTIINV,  11.00 ,  11.00 ,Small Cap
4536,Rama Paper Mills Limited,INE425E01013,RAMAPPR-B,  11.00 ,-, - ,-, - ,  11.00 ,Small Cap
4537,Ushakiran Finance Ltd.,INE697C01011,USHAKIRA,  10.99 ,-, - ,-, - ,  10.99 ,Small Cap
4538,Sabrimala Industries India Limited,INE400R01018,SIIL,  10.97 ,-, - ,-, - ,  10.97 ,Small Cap
4539,Robert Resources Limited,INE320V01010,-, - ,-, - ,ROBERT,  10.96 ,  10.96 ,Small Cap
4540,Steelco Gujarat Ltd,INE629B01032,STEELCO,  10.95 ,-, - ,-, - ,  10.95 ,Small Cap
4541,Colinz Laboratories ltd.,INE923C01011,COLINZ,  10.94 ,-, - ,-, - ,  10.94 ,Small Cap
4542,Gagan Gases Ltd.,INE076D01016,GAGAN,  10.93 ,-, - ,-, - ,  10.93 ,Small Cap
4543,Sungold Media and Entertainment Limited,INE266S01011,SMEL,  10.93 ,-, - ,-, - ,  10.93 ,Small Cap
4544,RO Jewels Limited,INE0BDU01028,ROJL,  10.91 ,-, - ,-, - ,  10.91 ,Small Cap
4545,Jiya Eco-Products Limited,INE023S01016,JIYAECO,  10.86 ,-, - ,-, - ,  10.86 ,Small Cap
4546,DCM Financial Services Ltd.,INE891B01012,DCMFINSERV,  10.83 ,DCMFINSERV,  10.87 ,-, - ,  10.85 ,Small Cap
4547,Ramgopal Polytex Ltd,INE410D01017,RAMGOPOLY,  10.84 ,-, - ,-, - ,  10.84 ,Small Cap
4548,Ellora Paper Mills Ltd.,INE384H01023,ELLOPAP,  10.84 ,-, - ,-, - ,  10.84 ,Small Cap
4549,East Buildtech Limited,INE706N01017,EASTBUILD,  10.81 ,-, - ,-, - ,  10.81 ,Small Cap
4550,CRP Risk Management Limited,INE422M01013,CRPRISK,  10.81 ,-, - ,-, - ,  10.81 ,Small Cap
4551,SC Agrotech Limited,INE895E01017,SCAGRO,  10.80 ,-, - ,-, - ,  10.80 ,Small Cap
4552,Sankhya Infotech Ltd.,INE877A01013,SANKHYAIN,  10.80 ,-, - ,-, - ,  10.80 ,Small Cap
4553,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),INE302H01017,GTNTEX,  10.79 ,-, - ,-, - ,  10.79 ,Small Cap
4554,Octal Credit Capital Ltd.,INE513C01010,OCTAL,  10.78 ,-, - ,-, - ,  10.78 ,Small Cap
4555,Dhenu Buildcon Infra Limited,INE758D01027,DHENUBUILD,  10.78 ,-, - ,-, - ,  10.78 ,Small Cap
4556,Gleam Fabmat Limited,INE03CM01014,GLEAM,  10.76 ,-, - ,-, - ,  10.76 ,Small Cap
4557,ZINEMA MEDIA AND ENTERTAINMENT LIMITED,INE641Q01019,ZINEMA,  10.75 ,-, - ,-, - ,  10.75 ,Small Cap
4558,Prism Medico and Pharmacy Ltd.,INE730E01016,PRISMMEDI,  10.74 ,-, - ,PRISMMEDI,  10.75 ,  10.74 ,Small Cap
4559,Universal Office Automation Limited,INE951C01012,UNIOFFICE,  10.71 ,-, - ,-, - ,  10.71 ,Small Cap
4560,Viaan Industries Limited,INE324N01027,VIAANINDUS,  10.69 ,-, - ,-, - ,  10.69 ,Small Cap
4561,Manipal Finance Corporation Ltd.,INE798E01013,MNPLFIN,  10.65 ,-, - ,-, - ,  10.65 ,Small Cap
4562,MUNOTH COMMUNICATION LIMITED,INE410E01015,MCLTD,  10.64 ,-, - ,-, - ,  10.64 ,Small Cap
4563,Steadfast Corporation Limited,INE089B01013,-, - ,-, - ,STEADFAST,  10.63 ,  10.63 ,Small Cap
4564,KONNDOR INDUSTRIES LIMITED,INE971A01014,KONNDOR,  10.62 ,-, - ,-, - ,  10.62 ,Small Cap
4565,Lyons Corporate Market Ltd.,INE100F01019,LYONSCO,  10.62 ,-, - ,-, - ,  10.62 ,Small Cap
4566,Yashraj Containeurs Ltd.,INE095C01018,YASHRAJC,  10.60 ,-, - ,-, - ,  10.60 ,Small Cap
4567,MONIND LIMITED,INE407E01029,MONIND,  10.60 ,-, - ,-, - ,  10.60 ,Small Cap
4568,Premier Limited,INE342A01018,PREMIER,  10.62 ,PREMIER,  10.54 ,-, - ,  10.58 ,Small Cap
4569,Pasupati Fincap Ltd.,INE527C01010,PASUFIN,  10.57 ,-, - ,-, - ,  10.57 ,Small Cap
4570,Visisth Chay Vyapar Limited,INE178W01010,-, - ,-, - ,VISISTH,  10.50 ,  10.50 ,Small Cap
4571,DECIPHER LABS LIMITED,INE643N01012,DECIPHER,  10.49 ,-, - ,-, - ,  10.49 ,Small Cap
4572,Kalpa Commercial Limited,INE059Q01014,KALPACOMME,  10.47 ,-, - ,-, - ,  10.47 ,Small Cap
4573,RCI Industries & Technologies Limited,INE140B01014,RCIIND,  10.46 ,-, - ,-, - ,  10.46 ,Small Cap
4574,ORTIN GLOBAL LIMITED,INE749B01020,ORTINGLOBE,  10.56 ,ORTINGLOBE,  10.36 ,-, - ,  10.46 ,Small Cap
4575,Classic Leasing & Finance Ltd.,INE949C01016,CLFL,  10.45 ,-, - ,-, - ,  10.45 ,Small Cap
4576,Octaware Technologies Limited,INE208U01019,OCTAWARE,  10.44 ,-, - ,-, - ,  10.44 ,Small Cap
4577,Sigachi Laboratories Limited,INE368H01018,-, - ,-, - ,SIGACHI,  10.43 ,  10.43 ,Small Cap
4578,Kakatiya Textiles Ltd.,INE092E01011,KAKTEX,  10.43 ,-, - ,-, - ,  10.43 ,Small Cap
4579,Deepjyoti Textiles Limited,INE565D01018,-, - ,-, - ,DEEPJYOTI,  10.42 ,  10.42 ,Small Cap
4580,Shree Ganesh Elastoplast Ltd,INE400N01017,SHGANEL,  10.41 ,-, - ,-, - ,  10.41 ,Small Cap
4581,KMF Builders & Developers Ltd.,INE580H01026,KMFBLDR,  10.41 ,-, - ,-, - ,  10.41 ,Small Cap
4582,Uniroyal Marine Exports Ltd.,INE602H01010,UNRYLMA,  10.39 ,-, - ,-, - ,  10.39 ,Small Cap
4583,Amraworld Agrico Ltd.,INE735C01027,AMRAAGRI,  10.35 ,-, - ,-, - ,  10.35 ,Small Cap
4584,United Leasing & Industries Ltd,INE357P01014,UNTTEMI,  10.35 ,-, - ,-, - ,  10.35 ,Small Cap
4585,Alexander Stamps And Coin Limited,INE191N01012,ALEXANDER,  10.32 ,-, - ,-, - ,  10.32 ,Small Cap
4586,SSF Limited,INE418F01015,-, - ,-, - ,SSF,  10.32 ,  10.32 ,Small Cap
4587,Basant India Limited,INE603U01011,-, - ,-, - ,BASANT,  10.32 ,  10.32 ,Small Cap
4588,Santosh Fine-Fab Ltd.,INE612D01018,SANTOSHF,  10.30 ,-, - ,-, - ,  10.30 ,Small Cap
4589,SDC TECHMEDIA LIMITED,INE807O01011,SDC,  10.30 ,-, - ,-, - ,  10.30 ,Small Cap
4590,J.J. Finance Corporation Ltd.,INE584C01011,JJFINCOR,  10.29 ,-, - ,-, - ,  10.29 ,Small Cap
4591,SHESHADRI INDUSTRIES LIMITED,INE193R01019,SHESHAINDS,  10.28 ,-, - ,-, - ,  10.28 ,Small Cap
4592,MPL Plastics Limited,INE343A01016,MPL,  10.28 ,-, - ,-, - ,  10.28 ,Small Cap
4593,Kairosoft AI Solutions Limited,INE820M01018,VOLKAI,  10.27 ,-, - ,-, - ,  10.27 ,Small Cap
4594,Net Pix Shorts Digital Media Limited,INE0D5F01013,NETPIX,  10.24 ,-, - ,-, - ,  10.24 ,Small Cap
4595,Shantai Industries Limited,INE408F01024,SHANTAI,  10.22 ,-, - ,-, - ,  10.22 ,Small Cap
4596,Dhanada Corporatin Limited,INE041F01015,DHANADACO,  10.21 ,-, - ,-, - ,  10.21 ,Small Cap
4597,Satiate Agri Limited,INE06DM01015,SATAGRI,  10.17 ,-, - ,-, - ,  10.17 ,Small Cap
4598,Sigrun Holdings Limited,INE633D01022,SIGRUN,  10.17 ,-, - ,-, - ,  10.17 ,Small Cap
4599,SKYLINE VENTURES INDIA  LIMITED,INE055Q01012,SKILVEN,  10.13 ,-, - ,-, - ,  10.13 ,Small Cap
4600,Standard Shoe Sole and Mould (India) Ltd,INE888N01013,STDSHOE,  10.12 ,-, - ,-, - ,  10.12 ,Small Cap
4601,Bhagwati Oxygen Ltd.,INE026I01010,BHAGWOX,  10.11 ,-, - ,-, - ,  10.11 ,Small Cap
4602,Parenteral Drug (India) Ltd.,INE904D01019,PARENTLD,  10.11 ,-, - ,-, - ,  10.11 ,Small Cap
4603,Evoq Remedies Limited,INE0JVD01011,EVOQ,  10.11 ,-, - ,-, - ,  10.11 ,Small Cap
4604,Magenta Lifecare Limited,INE0QZ901011,MAGENTA,  10.07 ,-, - ,-, - ,  10.07 ,Small Cap
4605,Bharati Defence and Infrastructure Ltd,INE673G01013,BHARATIDIL,  10.06 ,-, - ,-, - ,  10.06 ,Small Cap
4606,Millennium Online Solutions (India) Ltd,INE570N01025,MILLENNIUM,  10.02 ,-, - ,-, - ,  10.02 ,Small Cap
4607,USS Global Limited,INE277F01015,-, - ,-, - ,USSGLOBAL,  10.02 ,  10.02 ,Small Cap
4608,Lime Chemicals Ltd.,INE891G01011,LIMECHM,  9.97 ,-, - ,-, - ,  9.97 ,Small Cap
4609,Aanchal Ispat Limited,INE322R01022,AANCHALISP,  9.97 ,-, - ,-, - ,  9.97 ,Small Cap
4610,Omega Ag-Seeds (Punjab) ltd.,INE112B01013,OMEAG,  9.96 ,-, - ,-, - ,  9.96 ,Small Cap
4611,Samyak Corporation Limited,INE237S01012,-, - ,-, - ,SAMYAK,  9.95 ,  9.95 ,Small Cap
4612,Dhanvantri Jeevan Rekha Ltd.,INE239F01015,ZDHJERK,  9.93 ,-, - ,-, - ,  9.93 ,Small Cap
4613,Camson Bio Technologies Ltd,INE845E01012,CAMSONBIO,  9.93 ,-, - ,-, - ,  9.93 ,Small Cap
4614,Shakti Press Ltd.,INE794C01016,SHAKTIPR,  9.92 ,-, - ,-, - ,  9.92 ,Small Cap
4615,VSD Confin ltd.,INE489F01016,VSDCONF,  9.92 ,-, - ,-, - ,  9.92 ,Small Cap
4616,Trident Tools Limited,INE179D01018,TRIDETOOL,  9.90 ,-, - ,-, - ,  9.90 ,Small Cap
4617,Padmanabh Alloys & Polymers Ltd.,INE630U01014,PADALPO,  9.89 ,-, - ,-, - ,  9.89 ,Small Cap
4618,Gallops Enterprise  Limited,INE755J01012,GALLOPENT,  9.88 ,-, - ,-, - ,  9.88 ,Small Cap
4619,SHREE HANUMAN SUGAR & INDUSTRIES LTD.,INE101H01013,HANSUGAR,  9.77 ,-, - ,-, - ,  9.77 ,Small Cap
4620,AMBASSADOR INTRA HOLDINGS LIMITED,INE342U01016,AIHL,  9.76 ,-, - ,-, - ,  9.76 ,Small Cap
4621,Kuberan Global Edu Solutions Limited,INE04CO01018,KGES,  9.72 ,-, - ,-, - ,  9.72 ,Small Cap
4622,Unity Infraprojects Limited,INE466H01028,UNITY,  9.67 ,-, - ,-, - ,  9.67 ,Small Cap
4623,RLF Ltd.,INE629C01014,RLF,  9.66 ,-, - ,-, - ,  9.66 ,Small Cap
4624,Trend Electronics Limited,INE219F01017,TRENDELEC,  9.65 ,-, - ,-, - ,  9.65 ,Small Cap
4625,VINAYAK POLYCON INTERNATIONAL LIMITED,INE581M01016,VINAYAKPOL,  9.65 ,-, - ,-, - ,  9.65 ,Small Cap
4626,ISF LIMITED,INE973B01026,ISFL,  9.64 ,-, - ,-, - ,  9.64 ,Small Cap
4627,Thirani Projects Limited,INE901C01017,TPROJECT,  9.61 ,-, - ,-, - ,  9.61 ,Small Cap
4628,Finelistings Technologies Limited,INE0QOQ01013,FTL,  9.60 ,-, - ,-, - ,  9.60 ,Small Cap
4629,DATIWARE MARITIME INFRA LIMITED,INE673U01014,DATIWARE,  9.60 ,-, - ,-, - ,  9.60 ,Small Cap
4630,Vikalp Securities Ltd.,INE186E01011,VIKALPS,  9.57 ,-, - ,-, - ,  9.57 ,Small Cap
4631,Premier Synthetics Ltd.,INE940N01012,PREMSYN,  9.56 ,-, - ,-, - ,  9.56 ,Small Cap
4632,Resurgere Mines & Minerals India Limited,INE774I01031,RMMIL,  9.55 ,-, - ,-, - ,  9.55 ,Small Cap
4633,Explicit Finance Limited,INE335G01019,EXPLICITFIN,  9.54 ,-, - ,-, - ,  9.54 ,Small Cap
4634,MOUNT HOUSING AND INFRASTRUCTURE LIMITED,INE444X01014,MOUNT,  9.53 ,-, - ,-, - ,  9.53 ,Small Cap
4635,Otco International Ltd,INE910B01028,OTCO,  9.53 ,-, - ,-, - ,  9.53 ,Small Cap
4636,RGF Capital Markets Limited,INE684D01025,RGF,  9.52 ,-, - ,-, - ,  9.52 ,Small Cap
4637,Jagat Trading Enterprises Limited,INE321F01011,-, - ,-, - ,JAGAT,  9.50 ,  9.50 ,Small Cap
4638,Shamrock Industrial Co. Ltd.,INE022F01015,SHAMROIN,  9.50 ,-, - ,-, - ,  9.50 ,Small Cap
4639,ObjectOne Information Systems Ltd,INE860E01011,OONE,  9.47 ,-, - ,-, - ,  9.47 ,Small Cap
4640,Clinitech Laboratory Limited,INE0QMR01015,CTLLAB,  9.42 ,-, - ,-, - ,  9.42 ,Small Cap
4641,Sanmitra Commercial Ltd.,INE896J01014,ZSANMCOM,  9.41 ,-, - ,-, - ,  9.41 ,Small Cap
4642,Photoquip India Ltd.,INE813B01016,PHOTOQUP,  9.41 ,-, - ,-, - ,  9.41 ,Small Cap
4643,Crescent Finstock Limited,INE147E01013,-, - ,-, - ,CRESCENT,  9.41 ,  9.41 ,Small Cap
4644,Euro Leder Fashion Ltd.,INE940E01011,EUROLED,  9.36 ,-, - ,-, - ,  9.36 ,Small Cap
4645,NEXUS SURGICAL AND MEDICARE LIMITED,INE370Q01015,NEXUSSURGL,  9.34 ,-, - ,-, - ,  9.34 ,Small Cap
4646,Jayabharat Credit Ltd.,INE998D01011,JAYBHCR,  9.34 ,-, - ,-, - ,  9.34 ,Small Cap
4647,Hardoli Paper Mills Limited,INE699F01010,-, - ,-, - ,HARDOLI,  9.33 ,  9.33 ,Small Cap
4648,Nijjer Agro Food Ltd.,INE847B01014,NIJJER,  9.30 ,-, - ,-, - ,  9.30 ,Small Cap
4649,James Hotels ltd.,INE510D01014,JAMEHOT,  9.30 ,-, - ,-, - ,  9.30 ,Small Cap
4650,Trinity League India Limited,INE884X01011,TRINITYLEA,  9.29 ,-, - ,-, - ,  9.29 ,Small Cap
4651,DR LALCHANDANI LABS LIMITED,INE871Z01013,DLCL,  9.29 ,-, - ,-, - ,  9.29 ,Small Cap
4652,Carnation Industries Ltd.,INE081B01028,CARNATIN,  9.28 ,-, - ,-, - ,  9.28 ,Small Cap
4653,N2N Technologies Limited,INE043F01011,NNTL,  9.27 ,-, - ,-, - ,  9.27 ,Small Cap
4654,Jain Marmo Industries Ltd.,INE780Q01015,JAINMARMO,  9.27 ,-, - ,-, - ,  9.27 ,Small Cap
4655,Wherrelz IT Solutions Limited,INE0IM001015,WITS,  9.27 ,-, - ,-, - ,  9.27 ,Small Cap
4656,Shree Steel Wire Ropes Ltd.,INE387D01025,SSWRL,  9.25 ,-, - ,-, - ,  9.25 ,Small Cap
4657,Pioneer Agro Extracts ltd.,INE062E01014,PIONAGR,  9.23 ,-, - ,-, - ,  9.23 ,Small Cap
4658,Agio Paper & Industries Limited,INE112C01011,AGIOPAPER,  9.23 ,-, - ,-, - ,  9.23 ,Small Cap
4659,Hasti Finance Ltd.,INE671D01014,HASTIFIN,  9.20 ,-, - ,-, - ,  9.20 ,Small Cap
4660,VCU Data Management Limited,INE962O01014,VCU,  9.18 ,-, - ,-, - ,  9.18 ,Small Cap
4661,Sanchay Finvest Ltd,INE654D01010,SANCF,  9.16 ,-, - ,-, - ,  9.16 ,Small Cap
4662,AVI PRODUCTS INDIA LIMITED,INE316O01021,APIL,  9.15 ,-, - ,-, - ,  9.15 ,Small Cap
4663,Kinetic Trust Ltd.,INE674M01019,KINETRU,  9.14 ,-, - ,-, - ,  9.14 ,Small Cap
4664,U. P. Asbestos Limited,INE181C01016,-, - ,-, - ,UPAL,  9.11 ,  9.11 ,Small Cap
4665,Suryo Foods & Industries Ltd.,INE565E01016,SURFI,  9.11 ,-, - ,-, - ,  9.11 ,Small Cap
4666,Shakumbhri Pulp & Paper Mills Limited,INE509T01012,-, - ,-, - ,SHAKUMBHRI,  9.10 ,  9.10 ,Small Cap
4667,Nouveau Global Ventures Limited,INE317B01042,NOUVEAU,  9.09 ,-, - ,-, - ,  9.09 ,Small Cap
4668,Super Bakers (India) Ltd.,INE897A01011,SUPERBAK,  9.08 ,-, - ,-, - ,  9.08 ,Small Cap
4669,Haria Apparels Limited,INE493N01012,HARIAAPL,  9.04 ,-, - ,-, - ,  9.04 ,Small Cap
4670,Unimers India Ltd.,INE980B01039,UNIMERQ,  9.02 ,-, - ,-, - ,  9.02 ,Small Cap
4671,Radico Khaitan Finance Limited,INE146D01017,-, - ,-, - ,RADICOFIN,  9.00 ,  9.00 ,Small Cap
4672,Shashank Traders Limited,INE508R01018,SHASHANK,  8.98 ,-, - ,-, - ,  8.98 ,Small Cap
4673,Avon Mercantile Ltd.,INE471D01019,AVONMERC,  8.97 ,-, - ,-, - ,  8.97 ,Small Cap
4674,Karan Woo-sin ltd.,INE327D01013,KARANWO,  8.96 ,-, - ,-, - ,  8.96 ,Small Cap
4675,Olympic Oil Industries Ltd.,INE286E01019,OLYOI,  8.95 ,-, - ,-, - ,  8.95 ,Small Cap
4676,P.M. Telelinnks Limited,INE092C01015,PMTELELIN,  8.95 ,-, - ,-, - ,  8.95 ,Small Cap
4677,Chadha Papers Ltd.,INE669W01018,CHADPAP,  8.93 ,-, - ,-, - ,  8.93 ,Small Cap
4678,Parker Agro Chem Export Ltd.,INE750B01010,PARKERAC,  8.93 ,-, - ,-, - ,  8.93 ,Small Cap
4679,Value Industries Limited,INE352A01017,VALUEIND,  8.90 ,-, - ,-, - ,  8.90 ,Small Cap
4680,Mipco Seamless Rings (Gujarat) Ltd.,INE860N01012,MPCOSEMB,  8.86 ,-, - ,-, - ,  8.86 ,Small Cap
4681,Suryachakra Power Corporation Ltd.,INE274I01016,SURYACHAKRA,  8.83 ,-, - ,-, - ,  8.83 ,Small Cap
4682,Sunraj Diamond Exports Ltd.,INE459D01014,SUNRAJDI,  8.81 ,-, - ,-, - ,  8.81 ,Small Cap
4683,Siddheswari Garments Ltd.,INE797C01019,SIDDHEGA,  8.80 ,-, - ,-, - ,  8.80 ,Small Cap
4684,GCM Capital Advisors Limited,INE191P01017,GCMCAPI,  8.79 ,-, - ,-, - ,  8.79 ,Small Cap
4685,Minaxi Textiles Ltd.,INE952C01028,MINAXI,  8.77 ,-, - ,-, - ,  8.77 ,Small Cap
4686,Triveni Enterprises Limited,INE916P01025,TRIVENIENT,  8.75 ,-, - ,TRIVENIENT,  8.75 ,  8.75 ,Small Cap
4687,CHD Developers Ltd,INE659B01021,CHDDLTD,  8.74 ,-, - ,-, - ,  8.74 ,Small Cap
4688,Mayur Leather Products Ltd.,INE799E01011,MAYUR,  8.67 ,-, - ,-, - ,  8.67 ,Small Cap
4689,Ganesh Holding Ltd.,INE932M01011,GANHOLD,  8.66 ,-, - ,-, - ,  8.66 ,Small Cap
4690,Tashi India Ltd.,INE552H01017,TASHIND,  8.65 ,-, - ,-, - ,  8.65 ,Small Cap
4691,Hittco Tools Ltd.,INE863C01019,HITTCO,  8.64 ,-, - ,-, - ,  8.64 ,Small Cap
4692,Cremica Agro Foods Limited,INE050S01019,-, - ,-, - ,CREMICA,  8.63 ,  8.63 ,Small Cap
4693,Gconnect Logitech and Supply Chain Limited,INE0QHY01011,GCONNECT,  8.60 ,-, - ,-, - ,  8.60 ,Small Cap
4694,Shentracon Chemicals Ltd.,INE0OUS01011,SHENTRA,  8.60 ,-, - ,-, - ,  8.60 ,Small Cap
4695,Filtron Engineers Ltd.,INE589N01017,FILTRON,  8.57 ,-, - ,-, - ,  8.57 ,Small Cap
4696,Devine Impex Limited,INE455C01014,DEVINE,  8.55 ,-, - ,-, - ,  8.55 ,Small Cap
4697,Gujarat Credit Corporation Ltd.,INE034B01019,GUJCRED,  8.54 ,-, - ,-, - ,  8.54 ,Small Cap
4698,Alka Securities Ltd.,INE921C01031,ALKASEC,  8.54 ,-, - ,-, - ,  8.54 ,Small Cap
4699,Flora Corporation Limited,INE318U01016,FLORACORP,  8.54 ,-, - ,-, - ,  8.54 ,Small Cap
4700,Symbiox Investment & Trading Co. Ltd.,INE653R01012,SYMBIOX ,  8.53 ,-, - ,SYMBIOX,  8.53 ,  8.53 ,Small Cap
4701,JAYATMA INDUSTRIES LIMITED,INE250D01017,JAYIND,  8.52 ,-, - ,-, - ,  8.52 ,Small Cap
4702,AMS POLYMERS LIMITED,INE345U01019,AMS,  8.51 ,-, - ,-, - ,  8.51 ,Small Cap
4703,ADLINE CHEM LAB LIMITED,INE276T01018,ADLINE,  8.51 ,-, - ,-, - ,  8.51 ,Small Cap
4704,Hillridge Investments Limited,INE138S01012,-, - ,-, - ,HILLRIDGE,  8.50 ,  8.50 ,Small Cap
4705,PROGREX VENTURES LIMITED,INE421E01012,PROGREXV,  8.48 ,-, - ,-, - ,  8.48 ,Small Cap
4706,Ranjan Polysters Limited,INE936V01013,-, - ,-, - ,RANJANPOLY,  8.48 ,  8.48 ,Small Cap
4707,Haria Exports Ltd.,INE772B01014,HARIAEXPO,  8.48 ,-, - ,-, - ,  8.48 ,Small Cap
4708,SW Investments Limited,INE948K01011,SW1,  8.46 ,-, - ,-, - ,  8.46 ,Small Cap
4709,Supertex Industries Ltd,INE881B01054,SUPERTEX,  8.46 ,-, - ,-, - ,  8.46 ,Small Cap
4710,Nutech Global Ltd.,INE960H01012,NUTECGLOB,  8.43 ,-, - ,-, - ,  8.43 ,Small Cap
4711,Alps Industries Ltd.,INE093B01015,ALPSINDUS,  8.53 ,ALPSINDUS,  8.29 ,-, - ,  8.41 ,Small Cap
4712,Vivanza Biosciences Limited,INE984E01035,VIVANZA,  8.40 ,-, - ,-, - ,  8.40 ,Small Cap
4713,Space Incubatrics Technologies Limited,INE797Z01028,SPACEINCUBA,  8.36 ,-, - ,-, - ,  8.36 ,Small Cap
4714,Neelkanth Rockminerals ltd.,INE741D01015,NEELKAN,  8.33 ,-, - ,-, - ,  8.33 ,Small Cap
4715,Unistar Multimedia Ltd,INE808C01014,UNISTRMU,  8.33 ,-, - ,-, - ,  8.33 ,Small Cap
4716,Mayur Floorings Ltd.,INE262W01012,MAYURFL,  8.31 ,-, - ,-, - ,  8.31 ,Small Cap
4717,Jumbo Finance Ltd.,INE122N01017,JUMBFNL,  8.29 ,-, - ,-, - ,  8.29 ,Small Cap
4718,Galada Finance Limited,INE243E01010,GALADAFIN,  8.25 ,-, - ,-, - ,  8.25 ,Small Cap
4719,DQ Entertainment (International) Limited,INE656K01010,DQE,  8.17 ,-, - ,-, - ,  8.17 ,Small Cap
4720,Genesis Developers And Holdings Limited,INE273R01019,-, - ,-, - ,GDHL,  8.17 ,  8.17 ,Small Cap
4721,Panther Industrial Products Ltd.,INE181D01014,PANIDPR,  8.15 ,-, - ,-, - ,  8.15 ,Small Cap
4722,Woodsvilla Limited,INE374J01020,WOODSVILA,  8.10 ,-, - ,-, - ,  8.10 ,Small Cap
4723,Mathew Easow Research Securities Lt,INE963B01019,MATHEWE,  8.06 ,-, - ,-, - ,  8.06 ,Small Cap
4724,Interlink Petroleum Ltd.,INE959G01016,INTLNKP,  8.05 ,-, - ,-, - ,  8.05 ,Small Cap
4725,A.F. Enterprises Limited,INE663P01015,AFEL,  8.05 ,-, - ,-, - ,  8.05 ,Small Cap
4726,Indsoya Limited,INE314N01028,INDSOYA,  8.04 ,-, - ,-, - ,  8.04 ,Small Cap
4727,K.Z.Leasing & Finance Ltd.,INE006C01015,KZLFIN,  8.02 ,-, - ,-, - ,  8.02 ,Small Cap
4728,C.J. Gelatine Products Ltd.,INE557D01015,CJGEL,  8.02 ,-, - ,-, - ,  8.02 ,Small Cap
4729,Bloom Dekor Ltd.,INE253C01013,BLOOM,  8.01 ,-, - ,-, - ,  8.01 ,Small Cap
4730,Rushabh Precision Bearings Ltd.,INE0I9K01010,RUPEBAR,  8.01 ,-, - ,-, - ,  8.01 ,Small Cap
4731,SIMANDHAR IMPEX LIMITED,INE0VI201010,SIMANDHAR,  7.99 ,-, - ,-, - ,  7.99 ,Small Cap
4732,SETUBANDHAN INFRASTRUCTURE LIMITED,INE023M01027,SETUINFRA,  8.39 ,SETUINFRA,  7.58 ,-, - ,  7.99 ,Small Cap
4733,Transpact Enterprises Limited,INE06YD01010,TRANSPACT,  7.96 ,-, - ,-, - ,  7.96 ,Small Cap
4734,Krishna Capital And Securities Limited,INE897B01019,KRISHNACAP,  7.95 ,-, - ,-, - ,  7.95 ,Small Cap
4735,Delta Industrial Resources Limited,INE681Q01015,DELTA,  7.78 ,-, - ,DELTA,  8.09 ,  7.93 ,Small Cap
4736,Polymac Thermoformers Limited,INE826P01018,POLYMAC,  7.93 ,-, - ,-, - ,  7.93 ,Small Cap
4737,Peeti Securities Ltd.,INE328D01011,PEETISEC,  7.92 ,-, - ,-, - ,  7.92 ,Small Cap
4738,Aviva Industries Limited,INE461H01011,AVIVA,  7.88 ,-, - ,-, - ,  7.88 ,Small Cap
4739,Hindustan Bio Sciences Ltd.,INE597C01021,HINDBIO,  7.87 ,-, - ,-, - ,  7.87 ,Small Cap
4740,Capricorn Systems Global Solutions Ltd.,INE968E01012,CAPRICORN,  7.84 ,-, - ,-, - ,  7.84 ,Small Cap
4741,Khandelwal Extraction Ltd.,INE687W01010,ZKHANDEN,  7.81 ,-, - ,-, - ,  7.81 ,Small Cap
4742,Shah Foods Ltd,INE455D01012,SHAHFOOD,  7.80 ,-, - ,-, - ,  7.80 ,Small Cap
4743,Clio Infotech Ltd.,INE011B01017,CLIOINFO,  7.79 ,-, - ,-, - ,  7.79 ,Small Cap
4744,Typhoon Financial Services Limited,INE761R01013,TFSL,  7.76 ,-, - ,-, - ,  7.76 ,Small Cap
4745,PS IT Infrastructure & Services Limited,INE953M01033,PSITINFRA,  7.76 ,-, - ,-, - ,  7.76 ,Small Cap
4746,SRI AMARNATH FINANCE LIMITED,INE985Q01010,AMARNATH,  7.75 ,-, - ,-, - ,  7.75 ,Small Cap
4747,Suncity Synthetics Ltd.,INE584D01019,SUNCITYSY,  7.72 ,-, - ,-, - ,  7.72 ,Small Cap
